Date,Home_Team,Away_Team,HT_Runs,HT_Hits,HT_Errors,AT_Runs,AT_Hits,AT_Errors
2013-03-07,White Sox,Cubs,8,14,0,3,6,1
2013-03-07,Mariners (SS),Royals,12,12,1,2,7,2
2013-03-07,Mariners (SS),Athletics,3,11,0,7,11,1
2013-03-07,Giants,Indians,4,7,1,6,10,1
2013-03-07,Rangers,Dodgers,11,12,0,11,15,2
2013-03-07,Tigers,Braves,9,18,0,2,9,1
2013-03-08,Braves (SS),Astros,14,17,0,9,14,2
2013-03-08,Yankees,Marlins,1,5,0,6,11,0
2013-03-08,Mets,Tigers,2,5,1,3,5,0
2013-03-08,Phillies,Rays,2,10,0,3,7,1
2013-03-08,Cardinals,Nationals,16,17,0,10,12,1
2013-03-08,Blue Jays,Braves (SS),7,11,1,1,2,0
2013-03-08,Orioles,Pirates,6,11,3,3,6,1
2013-03-08,Twins,Red Sox,2,10,0,0,5,0
2013-03-08,D-backs,Angels,,,,,,
2013-03-08,Indians,Royals (SS),,,,,,
2013-03-08,Dodgers (SS),Giants,,,,,,
2013-03-08,Athletics,Mariners,,,,,,
2013-03-08,Padres,White Sox,,,,,,
2013-03-08,Rangers,Brewers,,,,,,
2013-03-08,Cubs,Reds (SS),,,,,,
2013-03-08,Reds (SS),Dodgers (SS),,,,,,
2013-03-08,Royals (SS),Rockies,,,,,,
2013-03-09,Braves,Yankees,2,5,3,1,8,0
2013-03-09,Tigers,Blue Jays,2,8,0,4,7,2
2013-03-09,Marlins (SS),Nationals,7,12,0,8,12,0
2013-03-09,Twins,Pirates,5,9,1,4,7,2
2013-03-09,Cardinals,Marlins (SS),2,9,0,0,5,0
2013-03-09,Rays,Phillies,15,16,1,7,14,3
2013-03-09,Astros,Mets,6,8,1,9,12,2
2013-03-09,Indians,Cubs,9,12,0,2,7,1
2013-03-09,Rockies,Angels,8,18,0,6,10,0
2013-03-09,Royals,Giants,13,20,0,2,4,0
2013-03-09,Brewers,Reds,5,11,1,6,9,1
2013-03-09,Athletics,Rangers (SS),3,9,2,4,9,0
2013-03-09,Mariners,Dodgers,2,11,0,3,7,0
2013-03-09,Rangers (SS),Padres,5,13,0,2,6,3
2013-03-09,White Sox,D-backs,9,13,1,11,17,0
2013-03-09,Orioles,Red Sox,5,10,1,2,7,1
2013-03-10,Red Sox,Rays,6,8,1,2,5,1
2013-03-10,Marlins,Braves,10,15,0,2,11,1
2013-03-10,Yankees,Blue Jays,3,5,0,0,7,1
2013-03-10,Mets,Cardinals,3,6,0,0,3,0
2013-03-10,Phillies,Astros,7,11,0,1,1,1
2013-03-10,Pirates (SS),Orioles,5,10,0,2,3,1
2013-03-10,Pirates (SS),Twins,7,9,0,4,6,2
2013-03-10,Nationals,Tigers,1,4,0,2,7,1
2013-03-10,Angels,Royals,11,15,6,17,18,1
2013-03-10,D-backs,Athletics,5,10,0,7,7,2
2013-03-10,White Sox (SS),Mariners,11,17,0,7,9,1
2013-03-10,Reds,White Sox (SS),7,13,0,3,7,1
2013-03-10,Padres,Cubs,3,7,0,9,10,1
2013-03-10,Giants,Brewers,6,10,0,1,7,4
2013-03-10,Rangers,Indians,7,11,0,6,11,2
2013-03-10,Dodgers,Rockies,6,9,1,1,5,0
2013-03-11,Braves,Nationals,7,9,1,2,6,0
2013-03-11,Orioles,Pirates,3,11,0,4,7,0
2013-03-11,Red Sox,Marlins,7,9,1,8,8,1
2013-03-11,Mets,Tigers,11,15,1,0,5,1
2013-03-11,Cardinals,Yankees,0,6,1,4,7,0
2013-03-11,Angels,Indians,0,6,0,0,8,0
2013-03-11,Rockies,White Sox,1,5,0,3,10,0
2013-03-11,Dodgers,Brewers,2,9,0,3,6,3
2013-03-11,Athletics,Padres,0,4,0,10,13,1
2013-03-11,Giants,Rangers,2,10,1,1,6,0
2013-03-11,Cubs,D-backs,7,12,1,5,8,0
2013-03-11,Twins,Rays,6,11,0,4,11,1
2013-03-12,Tigers,Phillies,10,11,1,6,13,1
2013-03-12,Astros,Marlins,9,13,0,4,8,1
2013-03-12,Yankees,Rays,3,8,3,1,7,1
2013-03-12,Cardinals,Braves,3,7,3,12,14,3
2013-03-12,Blue Jays,Red Sox,3,9,0,5,11,1
2013-03-12,D-backs (SS),Mariners,5,8,1,4,9,0
2013-03-12,Royals,Athletics,3,9,0,6,10,1
2013-03-12,Brewers,Rangers,3,8,3,12,12,0
2013-03-12,D-backs (SS),Rockies,3,9,0,4,9,0
2013-03-12,Dodgers,Reds,2,8,1,6,7,2
2013-03-12,Padres,Giants,6,9,1,2,7,2
2013-03-13,Mocs,Tigers,0,2,1,11,11,0
2013-03-13,Mets,Nationals (SS),5,8,3,8,10,1
2013-03-13,Blue Jays,Pirates,4,10,1,5,13,2
2013-03-13,Nationals (SS),Astros,9,17,2,7,12,1
2013-03-13,Angels,Padres,6,12,3,8,11,1
2013-03-13,Indians,White Sox,5,8,0,2,8,1
2013-03-13,Rockies,Cubs,2,6,0,0,6,0
2013-03-13,Mariners,Royals,2,4,1,4,9,0
2013-03-13,Giants,Reds,9,15,1,5,15,1
2013-03-13,Braves,Marlins,2,4,2,1,2,0
2013-03-13,Orioles,Twins,9,11,1,4,5,1
2013-03-13,Phillies,Yankees,2,7,5,6,9,0
2013-03-13,Brewers,D-backs,0,5,0,7,6,0
2013-03-14,Braves,Cardinals,4,11,1,5,9,2
2013-03-14,Red Sox,Twins,7,12,3,3,10,0
2013-03-14,Astros,Nationals,3,6,0,6,13,2
2013-03-14,Yankees,Blue Jays,5,9,3,17,13,3
2013-03-14,Pirates,Phillies,1,9,0,2,7,1
2013-03-14,Rays,Orioles,4,7,1,3,6,1
2013-03-14,Tigers,Mets,9,11,0,1,6,2
2013-03-14,Japan,Giants,6,11,1,3,5,1
2013-03-14,White Sox,Angels,4,8,3,12,15,0
2013-03-14,Cubs,Dodgers,8,9,0,1,4,2
2013-03-14,Reds,Mariners,7,12,1,8,11,1
2013-03-14,Royals,Indians,5,12,0,3,7,1
2013-03-14,Rangers,Athletics,6,9,0,2,7,2
2013-03-14,Netherlands,Padres,9,14,1,3,10,0
2013-03-15,Red Sox (SS),Orioles,3,5,0,3,7,3
2013-03-15,Marlins,Yankees,3,13,2,7,6,1
2013-03-15,Mets,Braves,5,10,1,2,6,1
2013-03-15,Phillies,Rays,1,4,0,3,6,1
2013-03-15,Pirates,Astros,3,9,0,2,3,1
2013-03-15,Blue Jays,Tigers,2,6,2,4,8,0
2013-03-15,Nationals,Cardinals,1,5,0,5,8,1
2013-03-15,Cubs (SS),White Sox,3,9,0,15,15,2
2013-03-15,Japan,Cubs (SS),5,11,1,7,12,2
2013-03-15,Indians,Brewers,3,8,0,4,10,0
2013-03-15,Dodgers (SS),Padres (SS),7,10,1,8,15,1
2013-03-15,Padres (SS),Royals (SS),5,6,1,7,11,3
2013-03-15,Mariners (SS),Angels,8,8,0,5,12,0
2013-03-15,Rangers,Giants,2,7,0,5,8,1
2013-03-15,Athletics,D-backs,2,4,0,2,10,0
2013-03-15,Twins,Red Sox (SS),0,7,0,5,11,0
2013-03-15,Netherlands,Mariners (SS),8,12,1,1,4,0
2013-03-15,Rockies,Reds,5,9,1,1,5,0
2013-03-15,Royals (SS),Dodgers (SS),1,6,4,8,14,0
2013-03-16,Phillies,Yankees (SS),7,10,0,0,7,1
2013-03-16,Orioles,Blue Jays,3,9,1,1,4,0
2013-03-16,Red Sox,Rays,9,15,0,2,8,1
2013-03-16,Tigers,Cardinals,3,8,1,0,4,1
2013-03-16,Pirates,Twins,1,4,3,2,8,0
2013-03-16,Marlins,Mets,4,9,0,2,5,1
2013-03-16,Angels,Athletics (SS),13,18,0,13,15,3
2013-03-16,D-backs,Padres,6,7,2,10,10,1
2013-03-16,Reds (SS),Brewers,9,16,2,9,15,0
2013-03-16,Reds (SS),Giants (SS),7,7,0,6,10,1
2013-03-16,Royals,Cubs (SS),3,11,1,8,12,0
2013-03-16,Dodgers,Rangers (SS),0,2,0,4,7,1
2013-03-16,Athletics (SS),White Sox,5,7,2,11,17,0
2013-03-16,Cubs (SS),Rangers (SS),5,10,0,1,6,0
2013-03-16,Mariners,Rockies,5,10,1,2,9,0
2013-03-16,Yankees (SS),Braves,0,3,2,4,8,2
2013-03-16,Astros,Nationals,4,9,1,2,6,1
2013-03-16,Giants (SS),Indians,3,7,0,4,8,0
2013-03-17,Orioles (SS),Phillies,3,12,0,5,10,0
2013-03-17,Twins,Orioles (SS),1,6,1,7,10,0
2013-03-17,Yankees,Pirates,11,10,0,9,12,2
2013-03-17,Cardinals,Marlins,0,7,1,6,12,0
2013-03-17,Blue Jays,Astros,2,4,2,11,12,0
2013-03-17,Nationals,Tigers,12,16,0,10,11,2
2013-03-17,Braves,Mets,2,8,0,1,3,0
2013-03-17,Rays,Red Sox,1,2,2,5,9,0
2013-03-17,D-backs (SS),Padres (SS),8,15,1,6,17,1
2013-03-17,White Sox,Royals,0,5,2,10,18,0
2013-03-17,Cubs (SS),Athletics,6,12,0,12,15,0
2013-03-17,Indians,Reds,7,12,2,7,8,4
2013-03-17,Brewers,Dodgers (SS),1,6,1,11,16,0
2013-03-17,Padres (SS),Angels,4,8,2,7,8,1
2013-03-17,Rangers (SS),Cubs (SS),8,14,0,5,12,2
2013-03-17,Rangers (SS),Mariners,3,5,0,4,6,1
2013-03-17,Dodgers (SS),D-backs (SS),1,5,0,9,14,0
2013-03-17,Rockies,Giants,7,12,0,9,16,1
2013-03-18,Red Sox,Pirates,3,7,0,4,7,0
2013-03-18,Tigers,Nationals,5,7,1,1,8,0
2013-03-18,Marlins,Twins,6,7,0,2,5,1
2013-03-18,Mets,Cardinals,3,6,1,2,9,1
2013-03-18,Phillies,Braves,10,17,3,17,19,1
2013-03-18,D-backs,Dodgers,5,11,0,3,12,1
2013-03-18,Cubs,Padres,5,7,0,2,8,0
2013-03-18,Brewers,Indians,2,9,1,4,9,0
2013-03-18,Mariners,Athletics,6,9,1,5,9,1
2013-03-18,Royals,Rangers,2,7,0,8,17,0
2013-03-18,Reds,Rockies,4,7,1,3,8,0
2013-03-19,Astros,Blue Jays,6,13,1,10,14,0
2013-03-19,Marlins,Cardinals,4,9,1,5,8,0
2013-03-19,Yankees,Phillies,1,2,1,4,10,2
2013-03-19,Rays,Tigers,11,12,0,5,11,2
2013-03-19,Orioles,Red Sox,8,11,0,7,16,0
2013-03-19,Angels,Brewers,1,7,1,6,10,1
2013-03-19,White Sox,Reds,6,12,2,10,13,2
2013-03-19,Rockies,Royals,7,13,1,2,8,2
2013-03-19,Athletics,Dodgers,1,6,1,7,13,0
2013-03-19,Rangers,Cubs,4,8,2,5,7,0
2013-03-19,Padres,D-backs,6,8,0,2,6,0
2013-03-19,Giants,Mariners,3,7,0,6,9,0
2013-03-20,Red Sox,Yankees,0,4,2,4,7,1
2013-03-20,Pirates,Braves,9,16,3,18,21,2
2013-03-20,Blue Jays,Orioles,5,10,0,6,12,1
2013-03-20,Nationals,Marlins,7,8,0,5,8,0
2013-03-20,D-backs,White Sox,4,12,1,2,11,0
2013-03-20,Indians,Angels,5,12,1,6,9,0
2013-03-20,Dodgers,Royals,2,7,2,7,13,0
2013-03-20,Brewers,Giants (SS),0,5,0,0,5,1
2013-03-20,Giants (SS),Padres,6,10,1,4,11,0
2013-03-20,Mets,Astros,7,12,1,5,11,1
2013-03-20,Rays,Twins,,,,,,
2013-03-21,Blue Jays,Rays,3,8,1,1,6,0
2013-03-21,Cardinals,Mets,3,7,0,2,8,0
2013-03-21,Cubs (SS),Dodgers,4,10,1,5,8,1
2013-03-21,Brewers,White Sox,3,5,2,8,13,1
2013-03-21,Athletics,Reds,10,13,1,9,14,1
2013-03-21,Indians,D-backs,5,11,1,4,10,0
2013-03-21,Astros,Tigers,7,11,0,2,5,1
2013-03-21,Nationals,Braves,3,12,1,4,10,0
2013-03-21,Twins,Yankees,6,10,1,1,1,3
2013-03-21,Phillies,Red Sox,1,6,0,6,7,0
2013-03-21,Pirates,Orioles,0,8,1,0,4,1
2013-03-21,Angels,Rangers,9,11,2,10,17,0
2013-03-21,Cubs (SS),Mariners,7,12,1,4,11,2
2013-03-21,Rockies,Giants,10,13,0,4,13,0
2013-03-22,Braves,Phillies,6,12,2,7,12,0
2013-03-22,Orioles,Rays (SS),6,14,0,3,4,2
2013-03-22,Red Sox,Blue Jays,0,2,1,1,4,0
2013-03-22,Tigers,Nationals,4,8,1,3,7,1
2013-03-22,Yankees,Twins,9,14,3,7,11,1
2013-03-22,Cardinals,Astros,2,5,1,3,6,0
2013-03-22,Rays (SS),Pirates,4,9,0,6,7,2
2013-03-22,Cubs,Brewers,4,11,0,1,7,1
2013-03-22,Reds,Dodgers,6,7,2,5,8,2
2013-03-22,Rockies (SS),Rangers,14,18,1,9,12,2
2013-03-22,Royals,Angels,13,14,1,9,11,2
2013-03-22,Giants,Rockies (SS),11,15,0,6,11,1
2013-03-22,Mets,Marlins,4,9,1,2,6,1
2013-03-22,D-backs,Indians,7,7,1,5,9,2
2013-03-22,White Sox,Athletics,4,10,0,4,5,0
2013-03-22,Mariners,Padres,3,9,0,1,4,0
2013-03-23,Braves (SS),Blue Jays,10,13,0,5,12,1
2013-03-23,Astros,Braves (SS),2,2,0,3,3,0
2013-03-23,Twins,Rays,6,12,1,4,7,1
2013-03-23,Yankees,Tigers,6,14,1,10,16,0
2013-03-23,Phillies,Orioles,13,14,1,4,10,2
2013-03-23,Cardinals,Marlins,5,11,1,6,7,1
2013-03-23,Nationals,Mets,1,9,1,3,7,2
2013-03-23,Pirates,Red Sox,5,7,2,3,7,2
2013-03-23,Angels (SS),Cubs,6,12,0,7,12,0
2013-03-23,D-backs,Royals,10,17,0,11,16,3
2013-03-23,Indians,Mariners,10,18,1,5,16,1
2013-03-23,Brewers,Angels (SS),1,4,2,5,7,1
2013-03-23,Athletics,Giants,12,17,1,5,12,0
2013-03-23,Rangers,Reds,6,14,0,2,6,0
2013-03-23,White Sox,Dodgers,4,3,4,10,12,0
2013-03-23,Padres,Rockies,4,7,2,10,9,1
2013-03-24,Braves,Nationals,3,6,1,9,12,1
2013-03-24,Orioles,Pirates,12,15,0,10,17,4
2013-03-24,Red Sox,Phillies,7,14,2,6,7,3
2013-03-24,Marlins,Astros,1,10,0,4,5,0
2013-03-24,Mets (SS),Cardinals,10,11,1,7,14,1
2013-03-24,Rays,Yankees,6,13,0,7,10,1
2013-03-24,Blue Jays,Twins,5,8,0,14,15,0
2013-03-24,Tigers,Mets (SS),9,13,0,4,9,2
2013-03-24,Cubs,Indians,4,5,0,3,7,0
2013-03-24,Reds,Rangers,2,5,0,7,12,0
2013-03-24,Rockies,Brewers (SS),5,6,1,7,11,1
2013-03-24,Royals,White Sox,8,10,1,2,6,2
2013-03-24,Dodgers,Athletics,4,7,0,7,7,0
2013-03-24,Brewers (SS),Padres,4,8,3,6,11,0
2013-03-24,Giants,Angels,5,11,0,4,12,0
2013-03-24,Mariners,D-backs,4,7,1,8,9,0
2013-03-25,Red Sox,Orioles,9,16,0,12,17,0
2013-03-25,Tigers,Marlins,6,10,0,3,6,0
2013-03-25,Mets,Braves,7,10,0,4,9,0
2013-03-25,Phillies,Blue Jays,4,9,0,13,15,0
2013-03-25,Cardinals,Twins,4,14,0,3,10,0
2013-03-25,Angels,White Sox,11,18,0,5,9,1
2013-03-25,Brewers,Athletics,7,14,1,9,14,1
2013-03-25,Mariners,Reds,16,16,1,0,8,1
2013-03-25,Giants,Cubs,9,14,0,3,8,2
2013-03-25,Rangers,Padres,1,7,0,3,7,0
2013-03-25,Nationals,Astros,4,12,1,6,9,0
2013-03-25,Pirates,Rays,2,8,2,6,9,2
2013-03-25,Dodgers,Royals,2,8,1,8,15,1
2013-03-25,Indians,Rockies,4,12,0,18,26,0
2013-03-26,Pirates,Blue Jays,3,6,0,6,10,1
2013-03-26,Rays,Phillies,1,3,1,10,13,0
2013-03-26,Nationals,Marlins,5,8,1,8,11,2
2013-03-26,Braves,Tigers,6,10,0,5,11,0
2013-03-26,Orioles,Twins,5,11,2,9,15,1
2013-03-26,Cardinals,Mets,11,14,1,4,12,0
2013-03-26,Royals,Mariners,11,18,0,6,11,0
2013-03-26,Athletics,Indians,7,12,1,6,11,1
2013-03-26,Padres,Giants,2,7,1,4,9,1
2013-03-26,White Sox,Rangers,11,18,2,3,7,2
2013-03-26,Astros,Yankees,4,10,2,4,9,2
2013-03-26,Reds,Cubs,11,15,0,1,8,1
2013-03-26,Rockies,Dodgers,7,7,1,6,11,2
2013-03-26,Angels,D-backs,1,4,1,7,7,1
2013-03-27,Twins,Pirates,7,13,0,4,12,3
2013-03-27,Phillies,Tigers,4,8,0,1,3,2
2013-03-27,Blue Jays,Rays,6,6,0,1,6,2
2013-03-27,Nationals (SS),Cardinals,1,6,2,10,14,1
2013-03-27,Braves,Nationals (SS),2,11,0,11,11,0
2013-03-27,Marlins,Red Sox,5,10,0,1,7,0
2013-03-27,Indians,White Sox,4,8,2,5,10,0
2013-03-27,Rangers,Angels,3,14,2,6,9,0
2013-03-27,Rockies,Athletics,5,9,0,6,12,0
2013-03-27,Royals (SS),Brewers,1,5,1,9,16,0
2013-03-27,Dodgers,Mariners,7,12,0,10,12,1
2013-03-27,Padres,Reds,3,10,1,7,8,0
2013-03-27,Giants,D-backs,8,14,0,6,10,0
2013-03-27,Astros,Mets,2,3,1,6,12,1
2013-03-27,Yankees,Orioles,11,15,0,8,10,5
2013-03-27,Cubs,Royals (SS),9,11,0,9,19,0
2013-03-28,Tigers,Astros (SS),4,10,0,11,15,2
2013-03-28,Astros (SS),Braves,0,6,1,2,5,0
2013-03-28,Marlins,Cardinals,0,3,0,1,9,0
2013-03-28,Mets,Nationals,1,2,3,5,7,0
2013-03-28,Pirates,Yankees,2,4,0,1,7,1
2013-03-28,Blue Jays,Phillies,2,8,1,7,9,0
2013-03-28,Indians,Padres,4,7,0,6,13,3
2013-03-28,Mariners,Cubs,6,10,1,4,7,2
2013-03-28,D-backs,Rangers (SS),9,11,3,3,7,3
2013-03-28,Royals,Reds,8,16,0,3,10,0
2013-03-28,Brewers,Rockies,6,11,0,2,6,1
2013-03-28,Twins,Red Sox,1,5,1,6,11,1
2013-03-28,Rays,Orioles,4,9,0,4,7,0
2013-03-28,Diablos Rojos,Rangers (SS),1,4,0,12,19,0
2013-03-28,Dodgers (SS),Angels,3,9,0,0,2,0
2013-03-28,Athletics,Giants,7,7,0,3,7,0
2013-03-29,Cardinals,Mets,2,7,0,7,9,0
2013-03-29,Red Sox,Twins,3,6,0,8,12,0
2013-03-29,Rays,Tigers,3,6,1,8,10,0
2013-03-29,Manatees,Orioles,1,2,2,6,8,1
2013-03-29,Yankees,Nationals,4,10,1,2,5,0
2013-03-29,Indians,Royals,1,11,0,5,6,1
2013-03-29,Blue Jays,Phillies,1,3,0,0,4,2
2013-03-29,Cubs,Astros,6,9,1,6,8,0
2013-03-29,Padres,Rangers,4,5,1,5,11,2
2013-03-29,White Sox,Brewers,7,12,1,2,3,1
2013-03-29,Reds,D-backs,2,5,1,1,8,0
2013-03-29,Angels,Dodgers,8,12,1,9,10,0
2013-03-29,Athletics,Giants,1,4,0,3,8,0
2013-03-30,Mets,Orioles,1,1,1,7,12,1
2013-03-30,Blue Jays,Phillies,10,14,0,4,7,0
2013-03-30,Tigers,Rays,3,8,2,3,10,0
2013-03-30,Twins,Red Sox,2,11,0,4,10,2
2013-03-30,Cubs,Astros,3,8,1,6,11,0
2013-03-30,Padres,Rangers,2,7,0,5,3,1
2013-03-30,White Sox,Brewers,4,9,1,5,12,2
2013-03-30,Reds (SS),Indians,1,8,1,9,14,0
2013-03-30,Braves,Braves,0,5,0,10,12,1
2013-03-30,Mariners,Rockies,4,7,2,3,7,1
2013-03-30,Reds (SS),D-backs,9,16,0,0,5,0
2013-03-30,Giants,Athletics,3,9,1,4,6,1
2013-03-30,Dodgers,Angels,1,5,0,2,5,0
2013-03-31,Rangers,Astros,2,6,1,8,9,0
2013-04-01,Red Sox,Yankees,8,13,0,2,6,0
2013-04-01,Marlins,Nationals,0,3,0,2,5,0
2013-04-01,Padres,Mets,2,4,1,11,13,1
2013-04-01,Cubs,Pirates,3,6,1,1,3,1
2013-04-01,Rockies,Brewers,4,12,0,5,8,0
2013-04-01,Angels,Reds,3,6,3,1,3,1
2013-04-01,Tigers,Twins,4,9,0,2,8,1
2013-04-01,Royals,White Sox,0,7,0,1,8,0
2013-04-01,Giants,Dodgers,0,4,0,4,7,0
2013-04-01,Phillies,Braves,5,10,0,7,10,0
2013-04-01,Mariners,Athletics,2,5,0,0,3,1
2013-04-01,Cardinals,D-backs,2,5,1,6,15,0
2013-04-02,Orioles,Rays,7,13,1,4,6,0
2013-04-02,Indians,Blue Jays,4,7,1,1,4,0
2013-04-02,Rangers,Astros,7,12,0,0,2,0
2013-04-02,Rockies,Brewers,8,14,2,4,9,0
2013-04-02,Cardinals,D-backs,6,10,1,1,3,0
2013-04-02,Mariners,Athletics,7,9,0,1,3,0
2013-04-02,Giants,Dodgers,3,10,0,0,2,2
2013-04-03,Royals,White Sox,2,5,0,5,8,3
2013-04-03,Rangers,Astros,4,9,0,0,5,1
2013-04-03,Tigers,Twins,2,7,0,3,5,0
2013-04-03,Red Sox,Yankees,7,14,0,4,9,0
2013-04-03,Cubs,Pirates,0,2,1,3,6,0
2013-04-03,Marlins,Nationals,0,4,1,3,6,1
2013-04-03,Indians,Blue Jays,3,10,0,2,5,1
2013-04-03,Angels,Reds,4,9,2,5,6,1
2013-04-03,Orioles,Rays,7,11,0,8,14,0
2013-04-03,Phillies,Braves,2,9,0,9,9,1
2013-04-03,Padres,Mets,4,6,1,8,8,1
2013-04-03,Rockies,Brewers,7,15,0,3,9,1
2013-04-03,Cardinals,D-backs,9,16,0,10,17,1
2013-04-03,Mariners,Athletics,2,5,0,6,11,0
2013-04-03,Giants,Dodgers,5,6,1,3,7,2
2013-04-04,Angels,Reds,4,11,1,5,7,0
2013-04-04,Cubs,Pirates,3,3,1,2,4,0
2013-04-04,Tigers,Twins,2,8,0,8,10,2
2013-04-04,Padres,Mets,2,6,0,1,5,0
2013-04-04,Royals,White Sox,3,5,0,1,8,1
2013-04-04,Orioles,Rays,6,9,0,3,7,0
2013-04-04,Mariners,Athletics,2,8,0,8,10,0
2013-04-04,Marlins,Nationals,1,8,2,6,9,0
2013-04-04,Red Sox,Yankees,2,9,0,4,8,0
2013-04-04,Indians,Blue Jays,8,14,2,10,9,1
2013-04-04,Phillies,Braves,2,8,1,0,2,0
2013-04-05,Yankees,Tigers,3,6,0,8,9,0
2013-04-05,Angels,Rangers,2,6,0,3,12,0
2013-04-05,Twins,Orioles,5,10,1,9,14,0
2013-04-05,Royals,Phillies,13,19,0,4,9,0
2013-04-05,Padres,Rockies,2,7,1,5,7,1
2013-04-05,Cardinals,Giants,0,3,1,1,6,0
2013-04-05,Red Sox,Blue Jays,6,12,0,4,12,3
2013-04-05,Indians,Rays,0,2,1,4,7,0
2013-04-05,Marlins,Mets,7,11,0,5,10,1
2013-04-05,Nationals,Reds,0,5,2,15,19,0
2013-04-05,Cubs,Braves,1,5,1,4,6,0
2013-04-05,D-backs,Brewers,3,6,0,1,7,0
2013-04-05,Athletics,Astros,8,10,0,3,9,1
2013-04-05,Mariners,White Sox,8,12,1,7,10,1
2013-04-05,Pirates,Dodgers,0,2,1,3,7,0
2013-04-06,Red Sox,Blue Jays,0,2,0,5,8,1
2013-04-06,Marlins,Mets,3,11,2,7,9,1
2013-04-06,Mariners,White Sox,3,6,1,4,6,1
2013-04-06,Nationals,Reds,7,10,3,6,13,0
2013-04-06,Angels,Rangers,8,12,0,4,9,1
2013-04-06,Yankees,Tigers,4,6,2,8,17,0
2013-04-06,Cardinals,Giants,6,11,0,3,7,0
2013-04-06,Twins,Orioles,6,9,1,5,11,2
2013-04-06,Royals,Phillies,3,6,0,4,3,2
2013-04-06,D-backs,Brewers,9,16,0,2,10,3
2013-04-06,Cubs,Braves,5,13,0,6,12,1
2013-04-06,Indians,Rays,0,5,0,6,9,0
2013-04-06,Athletics,Astros,6,11,0,3,8,1
2013-04-06,Padres,Rockies,3,8,1,6,8,0
2013-04-06,Pirates,Dodgers,0,2,0,1,8,0
2013-04-07,Red Sox,Blue Jays,13,15,0,0,7,0
2013-04-07,Yankees,Tigers,7,13,0,0,8,0
2013-04-07,Marlins,Mets,3,13,0,4,6,0
2013-04-07,Nationals,Reds,3,8,1,6,11,0
2013-04-07,Cubs,Braves,1,5,1,5,6,1
2013-04-07,Twins,Orioles,4,4,1,3,7,1
2013-04-07,Royals,Phillies,9,13,0,8,15,0
2013-04-07,Indians,Rays,13,17,0,0,4,0
2013-04-07,Athletics,Astros,9,11,2,3,6,0
2013-04-07,Mariners,White Sox,3,7,0,4,5,1
2013-04-07,D-backs,Brewers,8,14,0,7,16,0
2013-04-07,Pirates,Dodgers,2,4,0,6,11,1
2013-04-07,Padres,Rockies,1,9,1,9,15,0
2013-04-07,Cardinals,Giants,14,15,0,3,10,2
2013-04-07,Angels,Rangers,3,10,0,7,8,0
2013-04-08,Orioles,Red Sox,1,5,0,3,5,0
2013-04-08,Brewers,Cubs,7,12,1,4,9,0
2013-04-08,Yankees,Indians,11,13,0,6,9,1
2013-04-08,Twins,Royals,1,8,0,3,9,0
2013-04-08,Reds,Cardinals,13,14,2,4,4,1
2013-04-08,Mets,Phillies,7,9,1,2,4,0
2013-04-08,Braves,Marlins,2,10,1,0,2,0
2013-04-08,Rays,Rangers,4,7,1,5,8,1
2013-04-08,Pirates,D-backs,5,5,1,3,6,0
2013-04-08,Astros,Mariners,0,7,1,3,5,0
2013-04-08,Rockies,Giants,2,6,0,4,8,1
2013-04-09,Blue Jays,Tigers,3,8,1,7,15,0
2013-04-09,Dodgers,Padres,3,10,0,9,11,1
2013-04-09,White Sox,Nationals,7,11,1,8,13,1
2013-04-09,Yankees,Indians,14,18,0,1,7,2
2013-04-09,Mets,Phillies,3,8,2,8,11,1
2013-04-09,Braves,Marlins,3,8,1,2,4,1
2013-04-09,Brewers,Cubs,3,9,1,6,9,3
2013-04-09,Rays,Rangers,1,4,1,6,10,0
2013-04-09,Twins,Royals,4,8,0,7,13,1
2013-04-09,Reds,Cardinals,1,5,0,5,9,0
2013-04-09,Pirates,D-backs,6,11,0,5,6,2
2013-04-09,Athletics,Angels,9,12,2,5,13,0
2013-04-09,Astros,Mariners,16,22,1,9,10,0
2013-04-09,Rockies,Giants,6,4,0,9,14,1
2013-04-10,Blue Jays,Tigers,8,12,1,6,11,0
2013-04-10,Reds,Cardinals,0,5,0,10,14,0
2013-04-10,Rays,Rangers,2,6,0,0,5,1
2013-04-10,Pirates,D-backs,2,5,2,10,10,0
2013-04-10,Rockies,Giants,0,7,1,10,16,0
2013-04-10,White Sox,Nationals,2,9,0,5,11,0
2013-04-10,Mets,Phillies,3,11,0,7,10,0
2013-04-10,Orioles,Red Sox,8,6,0,5,5,2
2013-04-10,Braves,Marlins,8,13,0,0,7,2
2013-04-10,Twins,Royals,0,7,1,3,9,2
2013-04-10,Athletics,Angels,11,16,1,5,14,2
2013-04-10,Dodgers,Padres,4,13,0,3,11,0
2013-04-10,Astros,Mariners,8,16,0,3,6,0
2013-04-10,Yankees,Indians,,,,,,
2013-04-10,Brewers,Cubs,,,,,,
2013-04-11,Blue Jays,Tigers,1,9,0,11,16,0
2013-04-11,Giants,Cubs,7,9,2,6,12,2
2013-04-11,White Sox,Nationals,4,13,1,7,10,0
2013-04-11,Orioles,Red Sox,3,9,0,2,8,0
2013-04-11,Athletics,Angels,8,16,0,1,5,1
2013-04-11,Dodgers,Padres,3,11,1,2,8,0
2013-04-11,Rangers,Mariners,4,11,0,3,8,1
2013-04-11,Yankees,Indians,,,,,,
