Date,Home_Team,Away_Team,HT_Runs,HT_Hits,HT_Errors,AT_Runs,AT_Hits,AT_Errors
2012-03-02,Hoyas,Nationals,0,4,4,3,5,0
2012-03-02,Mocs,Tigers,1,4,3,11,11,0
2012-03-02,Bulls,Yankees,0,4,2,11,14,0
2012-03-02,Mariners,Athletics,8,9,2,5,10,1
2012-03-03,Tigers,Braves,2,10,0,0,1,0
2012-03-03,Yankees,Phillies,8,11,3,5,8,0
2012-03-03,Pirates,Blue Jays,1,3,0,7,9,2
2012-03-03,Rays,Twins,3,9,2,7,13,0
2012-03-03,Nationals,Astros,1,8,1,3,5,0
2012-03-03,Huskies,Red Sox (SS),0,3,1,25,23,0
2012-03-03,D-backs (SS),Giants,9,,,6,,
2012-03-03,Indians,Reds,6,12,1,6,12,2
2012-03-03,Athletics,Mariners,9,16,1,2,5,1
2012-03-03,D-backs (SS),Rockies,1,8,0,1,4,0
2012-03-03,Eagles,Red Sox (SS),3,6,0,6,7,1
2012-03-04,Braves,Tigers,3,9,1,18,14,3
2012-03-04,Astros,Nationals,10,8,0,2,11,2
2012-03-04,Twins (SS),Rays,5,10,0,3,7,0
2012-03-04,Phillies,Yankees,4,12,4,7,9,0
2012-03-04,Blue Jays,Pirates,8,8,0,5,9,3
2012-03-04,Twins (SS),Red Sox,3,7,1,8,9,0
2012-03-04,Royals,Rangers,6,11,0,1,5,3
2012-03-04,Reds,Indians,8,13,0,6,9,3
2012-03-04,Athletics,Cubs,12,10,2,10,13,1
2012-03-04,Padres,Mariners,4,6,3,5,9,3
2012-03-04,Giants (SS),Brewers,1,,,1,,
2012-03-04,Giants (SS),D-backs,11,,,1,,
2012-03-05,Braves,Astros,10,13,1,5,11,2
2012-03-05,Orioles (SS),Rays,3,8,0,1,3,1
2012-03-05,Marlins,Cardinals,4,7,1,3,6,0
2012-03-05,Yankees,Phillies,3,10,0,9,10,1
2012-03-05,Blue Jays,Tigers,2,10,0,4,7,1
2012-03-05,Angels,Athletics (SS),9,11,1,1,6,1
2012-03-05,Indians,Reds,7,9,0,12,14,0
2012-03-05,Dodgers,White Sox,6,11,0,4,6,0
2012-03-05,Athletics (SS),Cubs,8,11,1,7,13,0
2012-03-05,Mariners,Padres,13,15,4,7,12,1
2012-03-05,Rangers,Royals,6,11,1,7,13,1
2012-03-05,D-backs,Rockies,5,7,4,6,9,2
2012-03-05,Nationals,Mets,3,8,0,1,8,2
2012-03-05,Red Sox,Twins,10,11,0,2,7,2
2012-03-05,Pirates,Orioles (SS),10,18,2,3,6,2
2012-03-05,Brewers,Giants,7,,,3,,
2012-02-29,Seminoles,Phillies,1,6,1,6,7,1
2012-03-02,Hoyas,Nationals,0,4,4,3,5,0
2012-03-02,Mocs,Tigers,1,4,3,11,11,0
2012-03-02,Bulls,Yankees,0,4,2,11,14,0
2012-03-02,Mariners,Athletics,8,9,2,5,10,1
2012-03-03,Tigers,Braves,2,10,0,0,1,0
2012-03-03,Yankees,Phillies,8,11,3,5,8,0
2012-03-03,Pirates,Blue Jays,1,3,0,7,9,2
2012-03-03,Rays,Twins,3,9,2,7,13,0
2012-03-03,Nationals,Astros,1,8,1,3,5,0
2012-03-03,Huskies,Red Sox (SS),0,3,1,25,23,0
2012-03-03,D-backs (SS),Giants,9,,,6,,
2012-03-03,Indians,Reds,6,12,1,6,12,2
2012-03-03,Athletics,Mariners,9,16,1,2,5,1
2012-03-03,D-backs (SS),Rockies,1,8,0,1,4,0
2012-03-03,Eagles,Red Sox (SS),3,6,0,6,7,1
2012-03-04,Braves,Tigers,3,9,1,18,14,3
2012-03-04,Astros,Nationals,10,8,0,2,11,2
2012-03-04,Twins (SS),Rays,5,10,0,3,7,0
2012-03-04,Phillies,Yankees,4,12,4,7,9,0
2012-03-04,Blue Jays,Pirates,8,8,0,5,9,3
2012-03-04,Twins (SS),Red Sox,3,7,1,8,9,0
2012-03-04,Royals,Rangers,6,11,0,1,5,3
2012-03-04,Reds,Indians,8,13,0,6,9,3
2012-03-04,Athletics,Cubs,12,10,2,10,13,1
2012-03-04,Padres,Mariners,4,6,3,5,9,3
2012-03-04,Giants (SS),Brewers,1,,,1,,
2012-03-04,Giants (SS),D-backs,11,,,1,,
2012-03-05,Braves,Astros,10,13,1,5,11,2
2012-03-05,Orioles (SS),Rays,3,8,0,1,3,1
2012-03-05,Marlins,Cardinals,4,7,1,3,6,0
2012-03-05,Yankees,Phillies,3,10,0,9,10,1
2012-03-05,Blue Jays,Tigers,2,10,0,4,7,1
2012-03-05,Angels,Athletics (SS),9,11,1,1,6,1
2012-03-05,Indians,Reds,7,9,0,12,14,0
2012-03-05,Dodgers,White Sox,6,11,0,4,6,0
2012-03-05,Athletics (SS),Cubs,8,11,1,7,13,0
2012-03-05,Mariners,Padres,13,15,4,7,12,1
2012-03-05,Rangers,Royals,6,11,1,7,13,1
2012-03-05,D-backs,Rockies,5,7,4,6,9,2
2012-03-05,Nationals,Mets,3,8,0,1,8,2
2012-03-05,Red Sox,Twins,10,11,0,2,7,2
2012-03-05,Pirates,Orioles (SS),10,18,2,3,6,2
2012-03-05,Brewers,Giants,7,,,3,,
2012-03-06,Tigers,Marlins (SS),3,8,1,1,5,2
2012-03-06,Twins,Rays,3,6,2,2,8,2
2012-03-06,Yankees,Pirates,4,8,2,7,16,1
2012-03-06,Mets (SS),Astros,1,5,2,4,9,0
2012-03-06,Phillies,Blue Jays,7,9,0,0,7,2
2012-03-06,Nationals,Braves,5,9,2,2,8,0
2012-03-06,Cardinals,Mets (SS),6,9,2,8,9,0
2012-03-06,Orioles,Red Sox,4,6,1,5,8,0
2012-03-06,White Sox,Angels,2,9,0,6,10,1
2012-03-06,Reds,Mariners,6,6,1,8,9,1
2012-03-06,Rockies,Cubs,4,11,0,11,14,0
2012-03-06,Royals (SS),Indians,2,10,0,3,6,0
2012-03-06,Athletics,Brewers,6,14,0,0,2,4
2012-03-06,Padres,Royals (SS),4,15,3,7,10,1
2012-03-06,Giants,Dodgers,8,,,4,,
2012-03-06,Rangers,D-backs,16,19,0,3,5,2
2012-03-06,University of Miami,Marlins (SS),6,7,1,7,11,2
2012-03-07,Braves,Tigers,1,5,1,5,7,0
2012-03-07,Red Sox,Blue Jays (SS),3,7,2,3,7,1
2012-03-07,Astros,Phillies,10,15,0,3,5,1
2012-03-07,Twins,Orioles,0,6,0,6,13,0
2012-03-07,Mets,Marlins (SS),7,11,0,0,4,1
2012-03-07,Cardinals,Nationals,3,13,1,3,5,1
2012-03-07,Rays,Yankees,4,10,0,0,4,2
2012-03-07,Blue Jays (SS),Pirates,8,15,0,6,12,0
2012-03-07,Cubs,Royals,6,15,1,4,9,3
2012-03-07,Rockies,Giants,6,,,8,,
2012-03-07,Dodgers,Athletics,3,4,0,3,8,1
2012-03-07,Brewers,White Sox,10,13,1,6,11,2
2012-03-07,Padres (SS),Reds,5,10,0,0,3,0
2012-03-07,Mariners,Angels,6,12,1,4,10,2
2012-03-07,Rangers,Padres (SS),6,9,0,2,5,2
2012-03-07,Indians,D-backs,10,11,0,2,4,0
2012-03-07,Panthers,Marlins (SS),1,6,1,5,8,1
2012-03-08,Braves,Orioles,1,6,0,2,6,0
2012-03-08,Red Sox,Cardinals,3,7,1,9,10,0
2012-03-08,Tigers,Rays (SS),8,15,2,1,3,0
2012-03-08,Astros,Nationals,0,3,0,8,11,0
2012-03-08,Yankees,Blue Jays,1,8,1,6,12,0
2012-03-08,Pirates,Phillies,4,10,1,5,9,1
2012-03-08,Rays (SS),Twins,1,4,1,0,5,1
2012-03-08,Marlins,Mets,5,9,1,4,9,0
2012-03-08,Angels,Indians,6,12,2,5,5,1
2012-03-08,White Sox,Rangers,6,7,0,3,9,1
2012-03-08,Reds,Brewers,8,14,0,6,11,2
2012-03-08,Athletics,Dodgers,2,5,1,7,8,0
2012-03-08,Mariners,Cubs,10,14,2,3,8,1
2012-03-08,Giants,Padres,5,,,2,,
2012-03-08,Royals,Rockies,5,10,0,0,7,0
2012-03-09,Braves (SS),Yankees,0,5,0,3,8,0
2012-03-09,Orioles,Rays,3,7,0,3,8,0
2012-03-09,Mets,Braves (SS),5,8,0,3,8,1
2012-03-09,Phillies,Tigers,7,11,1,5,12,2
2012-03-09,Cardinals,Twins,3,9,0,2,6,0
2012-03-09,Blue Jays,Astros,11,15,1,2,6,0
2012-03-09,D-backs,Mariners,8,11,0,5,12,0
2012-03-09,Cubs,White Sox,5,8,1,1,4,0
2012-03-09,Reds (SS),Giants,3,,,6,,
2012-03-09,Indians,Brewers,2,3,0,12,16,1
2012-03-09,Royals,Reds (SS),1,6,0,5,6,0
2012-03-09,Dodgers,Rangers,9,16,1,0,7,0
2012-03-09,Padres,Angels,6,10,0,3,8,0
2012-03-09,Athletics,Rockies,6,12,0,4,9,0
2012-03-09,Pirates,Red Sox,7,10,1,4,12,0
2012-03-09,Nationals,Marlins,0,4,0,3,9,0
2012-03-10,Orioles,Phillies,1,5,0,0,6,0
2012-03-10,Astros,Blue Jays,2,8,1,5,10,2
2012-03-10,Twins,Pirates,4,6,1,2,11,0
2012-03-10,Yankees,Braves,8,15,2,3,8,2
2012-03-10,Mets,Nationals (SS),2,8,1,8,12,1
2012-03-10,Cardinals,Marlins,1,5,0,3,7,0
2012-03-10,Nationals (SS),Tigers,5,10,0,5,8,2
2012-03-10,Cubs,Brewers (SS),6,10,0,1,6,1
2012-03-10,Reds,Athletics,3,8,3,6,10,3
2012-03-10,Rockies,Royals,2,9,1,5,10,0
2012-03-10,Dodgers (SS),Mariners (SS),5,9,1,5,11,0
2012-03-10,Brewers (SS),Giants (SS),3,,,13,,
2012-03-10,Giants (SS),Angels,5,,,9,,
2012-03-10,Rangers,White Sox (SS),2,6,0,3,6,3
2012-03-10,Padres,Indians,5,14,0,2,7,1
2012-03-10,Rays,Red Sox,0,7,1,5,9,0
2012-03-10,Dodgers (SS),White Sox (SS),10,14,0,6,17,1
2012-03-10,Mariners (SS),D-backs,7,11,0,1,5,1
2012-03-11,Braves (SS),Blue Jays (SS),5,8,2,9,11,1
2012-03-11,Red Sox,Orioles,6,11,0,1,3,2
2012-03-11,Tigers (SS),Phillies (SS),4,9,1,4,12,0
2012-03-11,Yankees (SS),Twins,1,9,0,5,8,0
2012-03-11,Phillies (SS),Yankees (SS),0,3,1,3,8,0
2012-03-11,Pirates,Rays,3,4,1,4,11,1
2012-03-11,Marlins,Mets,4,7,0,2,7,2
2012-03-11,Cubs,Dodgers,0,5,1,5,7,0
2012-03-11,Angels (SS),Reds,4,11,0,5,10,0
2012-03-11,D-backs,Padres,8,11,0,7,10,1
2012-03-11,Indians (SS),Angels (SS),2,8,3,17,20,0
2012-03-11,Indians (SS),Rangers,1,5,4,6,13,0
2012-03-11,Rockies (SS),Brewers,4,9,3,5,10,0
2012-03-11,Royals,Athletics,8,11,1,10,13,0
2012-03-11,Mariners,Giants,5,,,7,,
2012-03-11,White Sox,Rockies (SS),2,9,2,5,6,1
2012-03-11,Tigers (SS),Astros,,,,,,
2012-03-11,Nationals,Cardinals,,,,,,
2012-03-11,Blue Jays (SS),Braves (SS),,,,,,
2012-03-12,Braves,Cardinals (SS),4,9,1,5,9,0
2012-03-12,Orioles,Blue Jays,1,3,2,4,4,1
2012-03-12,Twins,Rays,2,8,0,1,10,2
2012-03-12,Mets,Tigers,7,8,3,7,13,1
2012-03-12,Phillies,Pirates,4,9,1,1,2,0
2012-03-12,Cardinals (SS),Nationals,4,12,2,8,10,1
2012-03-12,Marlins,Red Sox,3,8,0,5,9,1
2012-03-12,D-backs,Indians,2,9,2,3,10,1
2012-03-12,Reds,Cubs,6,7,2,8,9,0
2012-03-12,Dodgers,Angels,9,13,0,1,8,2
2012-03-12,Athletics,White Sox,9,15,0,4,11,1
2012-03-12,Giants,Royals,2,,,1,,
2012-03-12,Rangers,Mariners,4,8,2,6,8,0
2012-03-12,Padres,Rockies,2,6,1,11,11,1
2012-03-12,Astros,Yankees,4,12,0,3,5,0
2012-03-13,Braves,Marlins,2,5,1,2,9,2
2012-03-13,Phillies,Astros,5,15,1,6,12,0
2012-03-13,Rays,Orioles,7,9,0,7,11,1
2012-03-13,Blue Jays (SS),Twins,8,11,0,2,5,1
2012-03-13,Cardinals,Mets,7,11,1,1,6,1
2012-03-13,White Sox,Padres,3,7,2,6,13,1
2012-03-13,Cubs,Giants,5,,,4,,
2012-03-13,Reds,Royals,5,9,1,7,16,2
2012-03-13,Rockies,Dodgers,5,8,0,2,6,4
2012-03-13,Brewers (SS),Athletics,6,9,3,8,9,3
2012-03-13,Mariners,Brewers (SS),7,8,0,4,10,0
2012-03-13,Rangers,Indians,8,12,0,8,11,1
2012-03-13,Angels,D-backs,3,8,0,0,2,0
2012-03-13,Tigers,Nationals,6,12,2,3,7,1
2012-03-13,Red Sox,Yankees,1,4,0,0,4,3
2012-03-14,Astros,Cardinals,4,7,0,3,13,1
2012-03-14,Marlins,Rays,4,8,0,2,7,0
2012-03-14,Twins,Phillies,6,12,0,4,10,0
2012-03-14,Yankees,Blue Jays,5,12,0,7,8,2
2012-03-14,Mets,Tigers,6,8,2,7,8,0
2012-03-14,Pirates,Orioles,11,15,0,5,7,2
2012-03-14,Angels,White Sox,7,13,0,9,10,0
2012-03-14,Indians,Giants,2,,,2,,
2012-03-14,Rockies (SS),Rangers,6,13,0,1,6,1
2012-03-14,Brewers,Cubs,10,10,0,2,6,1
2012-03-14,Padres (SS),Reds (SS),9,16,0,4,13,1
2012-03-14,Padres (SS),D-backs (SS),8,10,0,0,6,2
2012-03-14,Nationals,Braves,5,9,0,6,13,0
2012-03-14,Royals,Mariners,2,5,0,6,8,2
2012-03-14,Dodgers,Reds (SS),9,11,1,1,6,0
2012-03-14,D-backs (SS),Rockies (SS),4,10,2,7,7,2
2012-03-15,Braves,Phillies (SS),4,6,1,6,15,0
2012-03-15,Orioles,Tigers,2,5,2,4,9,1
2012-03-15,Yankees,Nationals,8,13,0,5,9,1
2012-03-15,Mets,Marlins,1,8,2,3,8,0
2012-03-15,Phillies (SS),Rays,6,12,1,6,12,1
2012-03-15,Pirates,Twins,17,19,1,6,11,3
2012-03-15,Blue Jays,Astros,6,13,2,3,7,1
2012-03-15,Cardinals,Red Sox,9,15,0,6,13,1
2012-03-15,D-backs,Cubs (SS),12,16,0,2,11,0
2012-03-15,White Sox,Indians,3,8,2,12,17,0
2012-03-15,Reds,Angels,1,4,1,3,6,3
2012-03-15,Royals,Dodgers,8,12,1,5,9,1
2012-03-15,Athletics,Rangers,11,14,0,7,11,1
2012-03-15,Padres,Brewers,4,7,2,6,9,2
2012-03-15,Cubs (SS),Rockies,5,9,2,7,10,1
2012-03-15,Giants,Mariners,7,,,5,,
2012-03-16,Orioles,Twins (SS),3,9,1,1,7,1
2012-03-16,Marlins,Cardinals,0,3,0,5,7,1
2012-03-16,Phillies,Pirates,2,6,0,3,5,1
2012-03-16,Rays,Blue Jays,0,2,2,5,11,1
2012-03-16,Nationals,Yankees,3,10,1,4,5,0
2012-03-16,Tigers,Mets,9,11,1,0,7,3
2012-03-16,Mariners (SS),Brewers (SS),6,13,1,1,2,0
2012-03-16,Angels (SS),Padres,7,19,3,8,8,0
2012-03-16,Indians,Angels (SS),0,8,0,7,10,1
2012-03-16,Brewers (SS),Royals,4,9,0,9,13,2
2012-03-16,Giants,Cubs,3,,,2,,
2012-03-16,Rangers,Dodgers,2,4,0,5,12,0
2012-03-16,White Sox,D-backs,2,4,2,4,6,0
2012-03-16,Astros,Braves,5,9,0,9,13,1
2012-03-16,Twins (SS),Red Sox,2,8,0,1,6,1
2012-03-16,Rockies,Reds,3,7,1,4,5,0
2012-03-16,Mariners (SS),Athletics,1,5,1,6,11,0
2012-03-17,Red Sox (SS),Orioles (SS),3,10,1,3,12,0
2012-03-17,Astros,Yankees,3,9,0,6,7,1
2012-03-17,Marlins (SS),Nationals,1,6,0,1,6,2
2012-03-17,Twins,Marlins (SS),5,15,0,2,8,0
2012-03-17,Cardinals,Tigers,3,7,1,10,13,0
2012-03-17,Rays,Pirates,2,5,1,1,6,1
2012-03-17,Blue Jays (SS),Braves (SS),3,6,1,5,11,2
2012-03-17,Blue Jays (SS),Phillies,3,11,1,4,10,0
2012-03-17,Braves (SS),Mets,3,11,0,2,6,1
2012-03-17,Orioles (SS),Red Sox (SS),4,7,1,7,10,1
2012-03-17,D-backs,Rangers (SS),8,12,1,6,15,0
2012-03-17,Cubs (SS),Athletics (SS),3,5,1,4,6,2
2012-03-17,Reds,Indians,9,12,2,2,6,0
2012-03-17,Brewers,Angels,1,8,0,8,12,2
2012-03-17,Athletics (SS),Giants (SS),2,,,7,,
2012-03-17,Mariners,White Sox,0,2,1,5,9,0
2012-03-17,Rangers (SS),Cubs (SS),12,14,1,7,9,0
2012-03-17,Dodgers (SS),Rockies,6,13,1,8,17,1
2012-03-17,Royals,Padres,5,12,0,8,10,1
2012-03-17,Giants (SS),Dodgers (SS),3,,,3,,
2012-03-18,Orioles (SS),Braves,2,6,1,2,6,1
2012-03-18,Red Sox,Rays,8,9,2,4,13,1
2012-03-18,Tigers,Nationals,11,15,3,7,14,1
2012-03-18,Marlins,Cardinals,2,4,0,4,9,1
2012-03-18,Mets,Astros,5,7,1,9,12,1
2012-03-18,Phillies,Blue Jays,2,12,2,10,15,0
2012-03-18,Pirates,Twins,0,1,0,10,13,0
2012-03-18,Angels,Dodgers,1,3,0,1,2,0
2012-03-18,D-backs (SS),Reds,8,10,2,7,9,1
2012-03-18,White Sox,Cubs (SS),7,13,1,5,10,2
2012-03-18,Indians,Royals,4,11,0,6,13,1
2012-03-18,Padres (SS),Giants,5,,,1,,
2012-03-18,Cubs (SS),Rangers (SS),3,5,0,2,6,0
2012-03-18,Athletics,D-backs (SS),11,11,0,2,9,0
2012-03-18,Yankees,Orioles (SS),3,8,1,6,10,1
2012-03-18,Rockies (SS),Padres (SS),,,,,,
2012-03-18,Rockies (SS),Mariners,,,,,,
2012-03-18,Rangers (SS),Brewers,,,,,,
2012-03-19,Tigers,Phillies,3,7,0,4,6,1
2012-03-19,Astros,Marlins,7,13,0,4,11,0
2012-03-19,Cardinals,Braves,4,8,0,3,8,0
2012-03-19,Twins,Red Sox,8,14,0,4,9,1
2012-03-19,D-backs,Athletics,5,5,0,6,9,0
2012-03-19,Cubs,Mariners,12,18,1,7,12,0
2012-03-19,Reds,White Sox,1,4,0,0,4,0
2012-03-19,Dodgers,Indians,3,9,3,4,7,3
2012-03-19,Brewers,Rangers,5,7,1,3,12,0
2012-03-19,Angels,Rockies,3,6,0,4,9,0
2012-03-20,Braves,Tigers,2,6,2,7,8,0
2012-03-20,Phillies,Orioles,4,15,0,1,4,0
2012-03-20,Cardinals,Astros,6,12,1,1,4,0
2012-03-20,Rays,Marlins,3,8,1,2,6,0
2012-03-20,Angels,Royals,4,9,2,6,11,3
2012-03-20,Cubs (SS),Athletics,5,10,1,5,8,3
2012-03-20,Brewers,Dodgers,6,10,1,7,11,2
2012-03-20,Mariners,Reds,8,14,0,1,9,1
2012-03-20,Rangers,Cubs (SS),6,9,1,2,6,0
2012-03-20,Giants,D-backs,3,,,4,,
2012-03-20,Nationals,Mets,0,5,0,2,4,0
2012-03-20,Pirates,Yankees,3,10,2,10,12,1
2012-03-20,Blue Jays,Red Sox,9,13,0,2,5,0
2012-03-20,Rockies,Padres,6,6,2,10,16,3
2012-03-21,Braves,Nationals,3,7,1,2,8,2
2012-03-21,Red Sox,Pirates,5,12,0,6,12,1
2012-03-21,Twins,Tigers,7,10,0,3,7,1
2012-03-21,Yankees,Rays,5,10,1,2,6,1
2012-03-21,Mets,Cardinals,1,4,0,2,10,0
2012-03-21,Blue Jays,Orioles,6,8,0,3,9,1
2012-03-21,White Sox,Mariners,13,16,1,8,10,1
2012-03-21,Athletics,Royals,3,11,1,8,13,1
2012-03-21,Padres,Dodgers,3,7,1,0,5,0
2012-03-21,Giants,Indians,5,,,3,,
2012-03-21,Brewers,D-backs,0,5,0,0,9,0
2012-03-22,Orioles,Twins,11,14,0,1,5,0
2012-03-22,Marlins,Braves,5,13,0,5,12,1
2012-03-22,Phillies,Blue Jays,0,4,1,2,6,1
2012-03-22,Rays,Pirates,8,9,1,6,14,3
2012-03-22,Nationals,Cardinals,0,4,0,9,14,1
2012-03-22,Astros,Mets,2,4,3,8,11,0
2012-03-22,Rockies (SS),Padres (SS),6,15,0,11,15,1
2012-03-22,Cubs,Rangers (SS),11,15,3,4,3,0
2012-03-22,Indians,Padres (SS),9,10,1,4,10,2
2012-03-22,Royals (SS),White Sox,4,10,2,16,16,1
2012-03-22,Royals (SS),Angels,4,11,0,7,15,0
2012-03-22,Yankees,Red Sox,4,9,0,4,8,0
2012-03-22,Rangers (SS),Reds,2,8,0,6,14,0
2012-03-22,Giants,Rockies (SS),0,,,7,,
2012-03-23,Red Sox,Orioles,5,12,0,6,13,1
2012-03-23,Tigers,Pirates,7,11,0,2,8,1
2012-03-23,Twins,Yankees (SS),4,7,1,6,9,0
2012-03-23,Yankees (SS),Phillies,5,12,0,3,9,0
2012-03-23,Mets,Braves,4,7,1,9,11,2
2012-03-23,Cardinals,Marlins,2,7,0,1,8,0
2012-03-23,Nationals,Astros,1,3,0,5,12,0
2012-03-23,Dodgers (SS),White Sox (SS),17,23,1,4,8,1
2012-03-23,Angels (SS),Brewers,6,8,0,3,7,4
2012-03-23,Dodgers (SS),Royals,0,4,0,2,7,1
2012-03-23,Cubs,Rockies,10,13,1,8,12,2
2012-03-23,Blue Jays,Rays,7,9,1,5,7,0
2012-03-23,Angels (SS),Indians,4,9,1,1,7,0
2012-03-23,D-backs,White Sox (SS),3,7,0,6,12,1
2012-03-23,Reds,Padres,2,5,0,5,9,0
2012-03-23,Rangers,Giants,4,,,1,,
2012-03-24,Braves,Blue Jays,0,3,1,9,11,1
2012-03-24,Red Sox (SS),Marlins,4,10,0,1,5,1
2012-03-24,Astros,Pirates,5,4,0,4,10,3
2012-03-24,Yankees,Tigers,4,5,0,2,4,1
2012-03-24,Nationals,Orioles,3,4,4,12,17,1
2012-03-24,Cardinals,Mets,6,9,3,6,8,3
2012-03-24,Phillies,Red Sox (SS),10,13,1,5,11,1
2012-03-24,Rays,Twins,4,7,1,19,18,1
2012-03-24,Angels,Rangers,3,5,0,2,8,1
2012-03-24,White Sox,Brewers,6,10,1,4,10,1
2012-03-24,Reds (SS),Padres (SS),6,11,1,0,6,2
2012-03-24,Indians,Dodgers,4,8,1,5,11,0
2012-03-24,Rockies,Giants (SS),7,,,6,,
2012-03-24,Padres (SS),Cubs,5,9,1,1,3,3
2012-03-24,Giants (SS),Reds (SS),6,,,4,,
2012-03-24,Royals,D-backs,6,12,2,5,12,0
2012-03-25,Orioles,Phillies (SS),3,10,0,3,9,0
2012-03-25,Red Sox,Blue Jays,5,13,2,6,9,1
2012-03-25,Tigers (SS),Yankees,1,9,0,1,5,0
2012-03-25,Astros (SS),Braves,1,6,0,11,13,1
2012-03-25,Marlins,Rays,5,11,2,1,7,1
2012-03-25,Twins,Cardinals,2,7,0,9,12,0
2012-03-25,Mets,Nationals,0,8,1,12,17,0
2012-03-25,Phillies (SS),Tigers (SS),3,9,0,6,7,0
2012-03-25,Pirates,Astros (SS),9,20,1,7,10,0
2012-03-25,D-backs,Padres,3,13,0,4,9,0
2012-03-25,Cubs,Indians,6,13,0,2,5,4
2012-03-25,Dodgers,Brewers (SS),1,3,1,7,12,1
2012-03-25,Brewers (SS),Royals,7,13,0,3,8,1
2012-03-25,Giants,White Sox,2,,,5,,
2012-03-25,Rangers,Angels,5,8,2,6,9,0
2012-03-25,Reds,Rockies,3,11,0,7,8,1
2012-03-26,Red Sox,Phillies,6,11,0,0,3,1
2012-03-26,Astros,Nationals,4,6,1,7,11,2
2012-03-26,Marlins,Tigers,3,7,0,3,10,2
2012-03-26,Mets,Cardinals,6,10,0,3,7,1
2012-03-26,Rays,Twins,10,14,2,4,12,0
2012-03-26,White Sox,Dodgers,3,13,1,4,6,0
2012-03-26,Rockies,Angels,6,9,2,2,7,2
2012-03-26,Royals,Giants,2,,,4,,
2012-03-26,Brewers,Indians,6,9,3,5,7,1
2012-03-26,Padres,Cubs (SS),0,6,0,2,7,0
2012-03-26,Cubs (SS),D-backs,2,7,0,3,10,0
2012-03-26,Orioles,Pirates,4,11,2,1,2,3
2012-03-26,Reds,Rangers,2,6,0,12,18,0
2012-03-27,Tigers,Astros,7,10,1,14,13,0
2012-03-27,Twins,Orioles,5,7,0,0,1,0
2012-03-27,Pirates,Phillies,4,8,2,5,12,0
2012-03-27,Nationals,Marlins,1,11,1,3,8,1
2012-03-27,Braves,Mets,7,10,0,5,9,1
2012-03-27,Rays,Red Sox,0,3,1,8,9,0
2012-03-27,Angels,Giants,5,,,3,,
2012-03-27,Cubs,Reds,7,12,0,4,14,2
2012-03-27,Indians,White Sox,1,5,1,7,11,0
2012-03-27,Royals,Brewers,9,12,0,7,13,1
2012-03-27,Dodgers,Padres (SS),5,15,0,6,8,1
2012-03-27,Padres (SS),Rangers,9,11,0,10,13,2
2012-03-27,Rockies,D-backs,3,7,2,7,12,0
2012-03-27,Blue Jays,Yankees,4,7,1,3,8,1
2012-03-28,Mariners,Athletics,3,9,1,1,6,1
2012-03-28,Orioles,Blue Jays,3,6,0,9,13,3
2012-03-28,Tigers,Cardinals,5,10,2,9,9,2
2012-03-28,Marlins,Astros,3,10,1,6,11,1
2012-03-28,Yankees,Braves,5,11,0,5,9,2
2012-03-28,Phillies,Twins,7,15,2,11,14,0
2012-03-28,Nationals,Mets,3,8,0,2,7,2
2012-03-28,Angels,Reds,4,5,0,5,11,0
2012-03-28,D-backs,Brewers,1,5,1,7,14,0
2012-03-28,Indians,Cubs,0,5,0,2,10,0
2012-03-28,Dodgers,Giants,1,,,4,,
2012-03-28,Padres,White Sox (SS),13,18,1,2,5,1
2012-03-28,White Sox (SS),Rockies,5,14,1,8,8,0
2012-03-28,Pirates,Rays,4,10,0,6,8,0
2012-03-28,Rangers,Royals,7,15,0,6,14,2
2012-03-29,Mariners,Athletics,1,3,0,4,7,0
2012-03-29,Braves,Nationals (SS),3,6,1,6,6,2
2012-03-29,Twins,Pirates,11,15,1,6,12,1
2012-03-29,Cardinals,Marlins,1,4,2,3,9,0
2012-03-29,Rays,Phillies,1,4,0,2,10,0
2012-03-29,Blue Jays,Red Sox,3,6,0,2,7,3
2012-03-29,White Sox,Dodgers,3,9,1,1,5,1
2012-03-29,Cubs,Padres,11,17,2,12,17,1
2012-03-29,Reds,Brewers,9,13,0,3,10,0
2012-03-29,Rockies,Indians (SS),6,11,0,3,6,0
2012-03-29,Royals,Angels,8,12,2,11,20,0
2012-03-29,Indians (SS),D-backs,4,13,1,5,9,0
2012-03-29,Nationals (SS),Tigers,5,13,0,3,4,1
2012-03-29,Astros,Mets,1,4,3,9,10,1
2012-03-29,Orioles,Yankees,4,10,0,3,8,2
2012-03-29,Giants,Rangers,6,,,2,,
2012-03-30,Red Sox,Twins (SS),9,12,3,7,10,0
2012-03-30,Tigers,Orioles,6,8,1,4,5,2
2012-03-30,Twins (SS),Blue Jays,4,9,0,1,7,2
2012-03-30,Mets,Cardinals,3,8,0,4,10,2
2012-03-30,Rays,Pirates,3,5,2,3,7,0
2012-03-30,D-backs,Angels,2,6,0,9,14,2
2012-03-30,Indians,Reds,5,8,1,6,10,1
2012-03-30,Dodgers (SS),Cubs,6,11,1,3,6,2
2012-03-30,Brewers,Dodgers (SS),9,9,1,4,6,1
2012-03-30,Astros (SS),Braves (SS),1,7,0,3,6,1
2012-03-30,Marlins,Nationals,2,9,0,3,9,0
2012-03-30,Braves (SS),Astros (SS),1,6,2,5,6,0
2012-03-30,Phillies,Yankees,9,16,2,13,15,0
